RAM 5617/15825MB (lfb 247x4MB) SWAP 6/7912MB (cached 0MB) CPU [79%@2265,78%@2265,78%@2265,92%@2265,75%@2265,78%@2265,78%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 2% AO@44.5C GPU@52C Tdiode@47C PMIC@50C AUX@46C CPU@52C thermal@48.8C Tboard@43C GPU 0/0 CPU 11175/11175 SOC 3367/3367 CV 0/0 VDDRQ 1071/1071 SYS5V 3104/3104
RAM 5728/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,84%@2265,86%@2265,86%@2265,96%@2265,85%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@54C thermal@52.05C Tboard@44C GPU 0/0 CPU 11634/11857 SOC 3061/3146 CV 0/0 VDDRQ 612/682 SYS5V 2903/2961
RAM 5856/15825MB (lfb 195x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,88%@2265,88%@2265,88%@2265,87%@2265,98%@2265,88%@2265,88%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@48.75C PMIC@50C AUX@48C CPU@53.5C thermal@52.05C Tboard@44C GPU 0/0 CPU 11175/11854 SOC 3061/3145 CV 0/0 VDDRQ 612/681 SYS5V 2943/2961
RAM 5729/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,85%@2265,84%@2265,85%@2265,85%@2265,98%@2265,86%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@51.45C Tboard@44C GPU 0/0 CPU 11328/11851 SOC 3061/3145 CV 0/0 VDDRQ 612/681 SYS5V 2943/2961
RAM 5729/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,85%@2265,86%@2265,86%@2265,87%@2265,88%@2265,86%@2265,97%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54C thermal@51.45C Tboard@44C GPU 0/0 CPU 11634/11850 SOC 3061/3145 CV 0/0 VDDRQ 612/681 SYS5V 2903/2960
RAM 5729/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,85%@2265,86%@2265,85%@2265,86%@2265,94%@2265,89%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48C CPU@55C thermal@52.05C Tboard@44C GPU 0/0 CPU 12088/11851 SOC 3060/3144 CV 0/0 VDDRQ 612/680 SYS5V 2943/2960
RAM 5730/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,86%@2265,86%@2265,86%@2265,85%@2265,99%@2265,86%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@55.5C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@55C thermal@52.85C Tboard@44C GPU 0/0 CPU 12848/11856 SOC 3518/3146 CV 0/0 VDDRQ 1070/682 SYS5V 3144/2961
RAM 5686/15825MB (lfb 224x4MB) SWAP 6/7912MB (cached 0MB) CPU [83%@2265,82%@2265,82%@2265,81%@2265,83%@2265,82%@2265,100%@2265,82%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@52.85C Tboard@44C GPU 0/0 CPU 12088/11857 SOC 3366/3147 CV 0/0 VDDRQ 917/683 SYS5V 3064/2962
RAM 5760/15825MB (lfb 208x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,88%@2265,87%@2265,87%@2265,100%@2265,87%@2265,88%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11940/11857 SOC 3061/3147 CV 0/0 VDDRQ 612/683 SYS5V 2943/2962
RAM 5685/15825MB (lfb 224x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,87%@2265,86%@2265,88%@2265,100%@2265,87%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11634/11856 SOC 3061/3146 CV 0/0 VDDRQ 612/683 SYS5V 2943/2961
RAM 5727/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,86%@2265,85%@2265,85%@2265,100%@2265,86%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@54.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11787/11856 SOC 3061/3146 CV 0/0 VDDRQ 612/682 SYS5V 2943/2961
RAM 5688/15825MB (lfb 224x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,88%@2265,97%@2265,87%@2265,90%@2265,88%@2265,88%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@53.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11175/11853 SOC 3061/3145 CV 0/0 VDDRQ 612/682 SYS5V 2903/2961
RAM 5688/15825MB (lfb 224x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,86%@2265,99%@2265,86%@2265,86%@2265,86%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11940/11853 SOC 3061/3145 CV 0/0 VDDRQ 612/682 SYS5V 2903/2961
RAM 5689/15825MB (lfb 224x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,87%@2265,86%@2265,99%@2265,87%@2265,88%@2265,87%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48C CPU@53.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11175/11850 SOC 3061/3145 CV 0/0 VDDRQ 612/681 SYS5V 2943/2961
RAM 5689/15825MB (lfb 224x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,86%@2265,100%@2265,85%@2265,86%@2265,86%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11787/11850 SOC 3061/3144 CV 0/0 VDDRQ 612/681 SYS5V 2903/2961
RAM 5691/15825MB (lfb 224x4MB) SWAP 6/7912MB (cached 0MB) CPU [96%@2265,87%@2265,88%@2265,88%@2265,88%@2265,91%@2265,88%@2265,91%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 2% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@53.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11022/11846 SOC 3061/3144 CV 0/0 VDDRQ 612/681 SYS5V 2903/2960
RAM 5692/15825MB (lfb 224x4MB) SWAP 6/7912MB (cached 0MB) CPU [91%@2265,87%@2265,87%@2265,87%@2265,86%@2265,95%@2265,86%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48C CPU@55C thermal@51.65C Tboard@44C GPU 0/0 CPU 11787/11846 SOC 3061/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2960
RAM 5624/15825MB (lfb 230x4MB) SWAP 6/7912MB (cached 0MB) CPU [83%@2265,84%@2265,83%@2265,83%@2265,82%@2265,100%@2265,83%@2265,82%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@43C GPU 0/0 CPU 12854/11850 SOC 3518/3145 CV 0/0 VDDRQ 1070/682 SYS5V 3185/2961
RAM 5729/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [99%@2265,85%@2265,85%@2265,85%@2265,85%@2265,85%@2265,86%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 12553/11854 SOC 3060/3145 CV 0/0 VDDRQ 612/682 SYS5V 2943/2961
RAM 5729/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,85%@2265,86%@2265,99%@2265,86%@2265,86%@2265,86%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.05C Tboard@44C GPU 0/0 CPU 12093/11855 SOC 3060/3144 CV 0/0 VDDRQ 612/681 SYS5V 2903/2961
RAM 5792/15825MB (lfb 201x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,85%@2265,99%@2265,87%@2265,86%@2265,86%@2265,85%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@52.55C Tboard@44C GPU 0/0 CPU 12700/11858 SOC 3060/3144 CV 0/0 VDDRQ 612/681 SYS5V 2903/2961
RAM 5675/15825MB (lfb 228x4MB) SWAP 6/7912MB (cached 0MB) CPU [84%@2265,83%@2265,84%@2265,100%@2265,84%@2265,84%@2265,84%@2265,84%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@56C Tdiode@49C PMIC@50C AUX@48.5C CPU@55.5C thermal@52.95C Tboard@44C GPU 0/0 CPU 13460/11865 SOC 3518/3146 CV 0/0 VDDRQ 1070/683 SYS5V 3144/2961
RAM 5712/15825MB (lfb 220x4MB) SWAP 6/7912MB (cached 0MB) CPU [84%@2265,84%@2265,84%@2265,99%@2265,84%@2265,84%@2265,84%@2265,83%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@52.85C Tboard@44C GPU 0/0 CPU 13307/11872 SOC 3518/3147 CV 0/0 VDDRQ 917/684 SYS5V 3104/2962
RAM 5675/15825MB (lfb 228x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,83%@2265,98%@2265,85%@2265,85%@2265,87%@2265,84%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11481/11870 SOC 3061/3147 CV 0/0 VDDRQ 612/684 SYS5V 2943/2962
RAM 5774/15825MB (lfb 206x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,86%@2265,86%@2265,98%@2265,86%@2265,87%@2265,87%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11787/11869 SOC 3061/3146 CV 0/0 VDDRQ 612/683 SYS5V 2943/2962
RAM 5676/15825MB (lfb 228x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,86%@2265,84%@2265,98%@2265,86%@2265,85%@2265,85%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11787/11869 SOC 3061/3146 CV 0/0 VDDRQ 612/683 SYS5V 2943/2962
RAM 5784/15825MB (lfb 204x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,86%@2265,85%@2265,98%@2265,86%@2265,86%@2265,86%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@51.95C Tboard@44C GPU 0/0 CPU 11328/11867 SOC 3061/3146 CV 0/0 VDDRQ 612/683 SYS5V 2943/2962
RAM 5676/15825MB (lfb 228x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,86%@2265,83%@2265,98%@2265,84%@2265,85%@2265,85%@2265,84%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11940/11867 SOC 3061/3145 CV 0/0 VDDRQ 612/682 SYS5V 2903/2961
RAM 5674/15825MB (lfb 228x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,98%@2265,85%@2265,85%@2265,85%@2265,87%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.25C Tboard@44C GPU 0/0 CPU 11328/11865 SOC 3061/3145 CV 0/0 VDDRQ 612/682 SYS5V 2903/2961
RAM 5706/15825MB (lfb 221x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,85%@2265,98%@2265,85%@2265,85%@2265,86%@2265,86%@2265,85%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11940/11865 SOC 3061/3145 CV 0/0 VDDRQ 612/682 SYS5V 2943/2961
RAM 5674/15825MB (lfb 228x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,98%@2265,86%@2265,86%@2265,86%@2265,88%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11481/11864 SOC 3061/3144 CV 0/0 VDDRQ 612/681 SYS5V 2903/2961
RAM 5783/15825MB (lfb 204x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,85%@2265,99%@2265,85%@2265,85%@2265,86%@2265,86%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@48.75C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.55C Tboard@44C GPU 0/0 CPU 11940/11864 SOC 3061/3144 CV 0/0 VDDRQ 612/681 SYS5V 2943/2961
RAM 5675/15825MB (lfb 228x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,89%@2265,85%@2265,95%@2265,85%@2265,86%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.05C Tboard@44C GPU 0/0 CPU 11481/11862 SOC 3061/3144 CV 0/0 VDDRQ 612/681 SYS5V 2903/2961
RAM 5770/15825MB (lfb 207x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,87%@2265,92%@2265,85%@2265,91%@2265,85%@2265,85%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11787/11862 SOC 3061/3143 CV 0/0 VDDRQ 612/681 SYS5V 2943/2960
RAM 5676/15825MB (lfb 228x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,98%@2265,86%@2265,85%@2265,86%@2265,85%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49.25C PMIC@50C AUX@48C CPU@54.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11634/11861 SOC 3061/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2960
RAM 5783/15825MB (lfb 204x4MB) SWAP 6/7912MB (cached 0MB) CPU [86%@2265,86%@2265,98%@2265,85%@2265,85%@2265,86%@2265,85%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48C CPU@54C thermal@51.45C Tboard@44C GPU 0/0 CPU 11481/11859 SOC 3061/3143 CV 0/0 VDDRQ 612/680 SYS5V 2943/2960
RAM 5701/15825MB (lfb 223x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,85%@2265,98%@2265,83%@2265,83%@2265,83%@2265,83%@2265,83%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@52.85C Tboard@44C GPU 0/0 CPU 13307/11865 SOC 3518/3144 CV 0/0 VDDRQ 1070/682 SYS5V 3144/2961
RAM 5682/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [82%@2265,82%@2265,100%@2265,83%@2265,84%@2265,83%@2265,83%@2265,84%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 1% AO@46.5C GPU@56C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@55.5C thermal@52.55C Tboard@44C GPU 0/0 CPU 13154/11871 SOC 3671/3146 CV 0/0 VDDRQ 1070/683 SYS5V 3185/2962
RAM 5798/15825MB (lfb 198x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,90%@2265,87%@2265,87%@2265,86%@2265,94%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@52.55C Tboard@44C GPU 0/0 CPU 11328/11868 SOC 3061/3146 CV 0/0 VDDRQ 612/683 SYS5V 2943/2962
RAM 5682/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,85%@2265,86%@2265,86%@2265,84%@2265,85%@2265,99%@2265,85%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11940/11869 SOC 3061/3146 CV 0/0 VDDRQ 612/683 SYS5V 2943/2962
RAM 5682/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,86%@2265,86%@2265,86%@2265,85%@2265,86%@2265,99%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@51.65C Tboard@44C GPU 0/0 CPU 11175/11866 SOC 3061/3145 CV 0/0 VDDRQ 612/682 SYS5V 2943/2962
RAM 5678/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,89%@2264,87%@2265,87%@2265,87%@2265,87%@2265,97%@2265,89%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 1% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11787/11866 SOC 3061/3145 CV 0/0 VDDRQ 612/682 SYS5V 2903/2961
RAM 5783/15825MB (lfb 200x4MB) SWAP 6/7912MB (cached 0MB) CPU [85%@2265,85%@2265,82%@2265,84%@2265,90%@2265,84%@2265,83%@2265,90%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11634/11865 SOC 3061/3145 CV 0/0 VDDRQ 612/682 SYS5V 2943/2961
RAM 5677/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,87%@2265,85%@2265,99%@2264,86%@2265,85%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11634/11864 SOC 3061/3144 CV 0/0 VDDRQ 612/681 SYS5V 2943/2961
RAM 5792/15825MB (lfb 198x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,88%@2265,86%@2265,87%@2265,99%@2265,87%@2265,85%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@51.95C Tboard@44C GPU 0/0 CPU 11481/11862 SOC 3061/3144 CV 0/0 VDDRQ 612/681 SYS5V 2943/2961
RAM 5677/15825MB (lfb 226x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,85%@2265,86%@2265,85%@2265,99%@2265,86%@2265,86%@2265,86%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11940/11863 SOC 3061/3144 CV 0/0 VDDRQ 612/681 SYS5V 2943/2961
RAM 5707/15825MB (lfb 220x4MB) SWAP 6/7912MB (cached 0MB) CPU [83%@2265,83%@2265,83%@2265,83%@2265,99%@2265,84%@2265,83%@2265,83%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@55C thermal@52.85C Tboard@44C GPU 0/0 CPU 13460/11869 SOC 3671/3146 CV 0/0 VDDRQ 1070/682 SYS5V 3185/2962
RAM 5709/15825MB (lfb 220x4MB) SWAP 6/7912MB (cached 0MB) CPU [84%@2265,82%@2265,83%@2265,83%@2265,100%@2265,82%@2265,82%@2265,81%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@56C Tdiode@49.25C PMIC@50C AUX@48.5C CPU@55.5C thermal@52.85C Tboard@44C GPU 0/0 CPU 12848/11873 SOC 3671/3148 CV 0/0 VDDRQ 1223/685 SYS5V 3225/2963
RAM 5715/15825MB (lfb 219x4MB) SWAP 6/7912MB (cached 0MB) CPU [89%@2265,89%@2265,88%@2265,88%@2265,100%@2265,88%@2265,88%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@51.65C Tboard@44C GPU 0/0 CPU 11634/11872 SOC 3214/3148 CV 0/0 VDDRQ 612/684 SYS5V 2983/2963
RAM 5715/15825MB (lfb 219x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,87%@2265,87%@2265,85%@2265,99%@2265,87%@2265,86%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54.5C Tdiode@49C PMIC@50C AUX@48.5C CPU@54C thermal@51.65C Tboard@44C GPU 0/0 CPU 11787/11871 SOC 3061/3148 CV 0/0 VDDRQ 612/684 SYS5V 2943/2963
RAM 5803/15825MB (lfb 199x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,87%@2265,87%@2265,99%@2265,86%@2265,88%@2265,87%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11634/11870 SOC 3061/3147 CV 0/0 VDDRQ 612/684 SYS5V 2943/2963
RAM 5679/15825MB (lfb 219x4MB) SWAP 6/7912MB (cached 0MB) CPU [88%@2265,87%@2265,87%@2265,86%@2265,99%@2265,87%@2265,87%@2265,88%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@54C Tdiode@49C PMIC@50C AUX@48.5C CPU@53.5C thermal@51.95C Tboard@44C GPU 0/0 CPU 11175/11868 SOC 3061/3147 CV 0/0 VDDRQ 612/683 SYS5V 2943/2963
RAM 5679/15825MB (lfb 219x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,88%@2265,88%@2265,87%@2265,100%@2265,87%@2265,88%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11481/11866 SOC 3061/3147 CV 0/0 VDDRQ 612/683 SYS5V 2943/2963
RAM 5695/15825MB (lfb 216x4MB) SWAP 6/7912MB (cached 0MB) CPU [87%@2265,86%@2265,86%@2265,86%@2265,99%@2265,86%@2265,86%@2265,87%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@318 APE 150 MTS fg 0% bg 0% AO@46.5C GPU@55C Tdiode@49C PMIC@50C AUX@48.5C CPU@54.5C thermal@52.25C Tboard@44C GPU 0/0 CPU 11787/11866 SOC 3061/3146 CV 0/0 VDDRQ 612/683 SYS5V 2943/2963
